2.234501640692773856e-03,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,2.475932348259820854e-03,2.075609417076627536e-02,1.495264985218224506e-02,1.499988750112498610e-05,1.112381074700003305e-03,2.484910052132313987e-03,1.484200051182733016e-01,1.499988750112498610e-05,9.305668882971515144e-04,2.974571572177793499e-03,2.211552713529167050e-03,4.861165366706545095e-03,1.688858166481922718e-02,2.612584227809858911e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.414998417382506805e-03,1.349256458055005103e-02,3.580582058358928923e-03,9.999995000003333543e-07,0.000000000000000000e+00,5.918248371275376630e-04,5.128236264286638590e-01,9.999995000003333543e-07,1.439896329952205232e-04,6.617809746578537161e-04,5.538465986536158115e-04,1.947103163722722604e-03,7.272491213101803416e-03,8.716200288738374909e-04,0.000000000000000000e+00
1.993399121658170556e-02,8.396890784975925143e-03,0.000000000000000000e+00,4.976881961300070635e-03,7.389451894871799931e-03,8.045437265786372846e-03,1.812769596975371406e-02,1.278913768528699112e-02,9.314831061624211095e-02,4.874073551673605009e-02,7.880543066206823497e-04,1.430925601350352752e-02,2.378722698418587675e-02,4.879016416943200013e-02,7.880543066206823497e-04,1.430699267764907155e-02,2.544021277280200319e-02,2.286454175558584601e-02,3.309213737347997675e-02,4.407550388724833929e-02,1.409002122128655971e-02,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.742480997836748152e-03,1.000000000000000000e+00
0.000000000000000000e+00,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.181932279861312239e-03,1.700164939398417924e-02,1.972321237819270323e-02,2.199975800354927552e-05,1.112381074700003305e-03,2.602610269814103344e-03,1.133286853070031713e-01,2.199975800354927552e-05,1.006493315625580807e-03,1.653631996655706990e-03,3.132089881514533904e-03,2.919733426949651725e-03,2.403971657331546719e-02,2.901785744443672981e-03,0.000000000000000000e+00
4.464021413726497814e-03,7.246679278853296151e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.376626037497499719e-03,7.453156100082057069e-03,1.212124005040984311e-02,8.111016588924097395e-03,5.284573872201590861e-02,2.694178861363350289e-02,1.299915507322619689e-04,4.443114730705396975e-03,8.258802014673761321e-03,8.617769624105232895e-02,1.299915507322619689e-04,4.358487976952098511e-03,1.020970315385860347e-02,7.170232334236623963e-03,1.834961139535752975e-02,3.349570266344465558e-02,7.816372414273837707e-03,0.000000000000000000e+00
2.135637720171555676e-02,1.849849013018110486e-02,3.636760845658849883e-02,1.228207932417247315e-02,1.628853731978599853e-02,1.375064372496308945e-02,0.000000000000000000e+00,1.512654045506241565e-02,5.724133974120460683e-02,7.570695536493687872e-02,1.165493056823671504e-03,1.369008513111707320e-02,2.399318210187678310e-02,2.955880224154440114e-02,1.165493056823671504e-03,1.352756261488766154e-02,2.884280190469054594e-02,2.127898592353313564e-02,2.307911176328441422e-02,4.216827931605068858e-02,1.784560042720347364e-02,1.000000000000000000e+00
3.059979415323423220e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.723773912567726802e-03,1.105461565439314064e-01,1.166163268022405754e-02,5.099869954421530833e-05,4.189883805364504402e-03,8.430010782609671446e-03,1.875204194321183626e-01,5.099869954421530833e-05,4.019302052078747335e-03,1.125757530120800876e-02,6.850541796275998185e-03,1.774686395318465088e-02,1.298106815314828758e-02,4.563947474231775867e-03,1.000000000000000000e+00
1.333370967739622159e-02,7.246679278853296151e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.376626037497499719e-03,4.975601141245679718e-03,0.000000000000000000e+00,8.463086839996750849e-03,4.730334511586648666e-02,2.903439291834781014e-02,1.349908883200419624e-04,4.073691241227432071e-03,8.258802014673761321e-03,7.696104113612832476e-02,1.349908883200419624e-04,4.197179506015726383e-03,7.584167358305051593e-03,8.634614192337393065e-03,1.355274525083289584e-02,3.584579374490966946e-02,8.968661054188937359e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.174447000791876125e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.915025205222759680e-02,1.026049162374234776e-02,4.802170582834323215e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.462792475225207209e-02,1.000000000000000000e+00
6.688581484047253535e-03,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,8.463086839996750849e-03,6.495780822445404445e-02,2.596302478715349984e-02,1.489889006025264643e-04,5.181552540428415420e-03,9.667122436618413514e-03,8.617769624105232895e-02,1.489889006025264643e-04,5.189511163546865237e-03,1.086476411675096898e-02,9.000374837299051495e-03,2.026134559826186024e-02,3.349570266344465558e-02,8.392682705360914042e-03,0.000000000000000000e+00
1.901989370099772467e-02,1.353723313814135173e-02,0.000000000000000000e+00,1.334608544479122007e-02,1.191677123061793062e-02,1.095015665220437119e-02,1.936919444322948020e-02,1.621615712008170687e-02,8.697039317972993233e-02,4.280562582217564693e-02,5.566855985418585600e-04,1.172779191964536637e-02,1.967840479989622915e-02,4.879016416943200013e-02,5.566855985418585600e-04,1.164280521427098029e-02,2.323008019643816452e-02,1.769322617644053172e-02,3.165756916244524127e-02,4.053043202003994705e-02,1.739364678241236625e-02,1.000000000000000000e+00
0.000000000000000000e+00,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,2.122745380978641964e-03,2.682302457719105276e-02,1.659946342426307786e-02,2.399971200460791627e-05,1.482899960171589569e-03,3.075266516928013959e-03,1.310282624064040835e-01,2.399971200460791627e-05,1.340101662524019596e-03,2.314319894571165420e-03,3.499868309624840253e-03,5.830966822420025238e-03,2.877888653585592565e-02,2.612584227809858911e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.770881282044111389e-03,0.000000000000000000e+00
8.909194999872959222e-03,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,3.534745420129524213e-03,3.297238680233470498e-02,1.791555377475960442e-02,3.499938751429128710e-05,1.853281612244681194e-03,4.019909326877107308e-03,1.222176327242492089e-01,3.499938751429128710e-05,1.785405215137705719e-03,3.634387605125940016e-03,4.235019631490130609e-03,7.766760478822680447e-03,2.641210901845014031e-02,4.349527077835333398e-03,1.000000000000000000e+00
0.000000000000000000e+00,1.280375638011335519e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.127023016236787523e-02,4.190723251315850439e-03,2.409731348379406252e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.781157318102096973e-02,1.000000000000000000e+00
1.333370967739622159e-02,1.682761810625910473e-02,0.000000000000000000e+00,2.014472563661427740e-02,1.481471813801423475e-02,7.453156100082057069e-03,4.179719885389755057e-02,1.371551088594121989e-02,3.322682409821659660e-02,1.079894569613982919e-01,1.408008290936083691e-03,1.143734351350410121e-02,2.133184959637312098e-02,1.980262729617971243e-02,1.408008290936083691e-03,1.129200466362997694e-02,2.031524098536872242e-02,2.189846870111594387e-02,1.259139462732320955e-02,4.751506586271550536e-02,1.528459319634336774e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.421066851012526003e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.129730513124896991e-03,2.490895143270307425e-03,0.000000000000000000e+00,1.061436476939037763e-03,1.869122560433344668e-02,9.519545008961884103e-03,5.999982000072000420e-06,3.709311965168688211e-04,1.420989915446771662e-03,2.231435513142097649e-01,5.999982000072000420e-06,5.318585381695722361e-04,1.323124284879322998e-03,1.474911782674242881e-03,3.891418599696804589e-03,1.927797988887261851e-02,1.451945416915885120e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.077494862355232291e-04,1.349256458055005103e-02,3.580582058358928923e-03,9.999995000003333543e-07,0.000000000000000000e+00,5.918248371275376630e-04,5.128236264286638590e-01,9.999995000003333543e-07,1.439896329952205232e-04,6.617809746578537161e-04,5.538465986536158115e-04,1.947103163722722604e-03,7.272491213101803416e-03,8.716200288738374909e-04,0.000000000000000000e+00
8.424250967826457312e-03,1.537448844984195574e-02,0.000000000000000000e+00,1.105194996430556263e-02,1.353477034937659168e-02,7.453156100082057069e-03,1.212124005040984311e-02,1.064304121189366993e-02,7.107672792470699774e-02,2.994210448291976384e-02,2.203247483270595933e-04,6.496325147619320256e-03,1.220487653230382594e-02,7.332074308839005294e-02,2.203247483270595933e-04,6.589207396130765046e-03,1.369317577519382767e-02,1.137237998330065288e-02,2.121535441733071736e-02,3.246187689766256296e-02,1.156995919182901914e-02,1.000000000000000000e+00
